,ID,System,t,Y,target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,U1,U2,U3,U4,U5,U6,U7,U8
144,786316713770594455!,system_03,0.0,0.762358,0.024518,0.033217,0.077595,0.922255,0.464344,2.3e-05,0.195624,0.018593,1.9e-05,0.006523,0.494053,0.164771,0.30367,0.0965,0.342624,2.3859268128871918,1.5255148708820343,-1.3327135145664215,-0.5033365339040756,-0.07060439698398113,-0.012172023532912135,-1.7273193299770355,-0.7605972141027451
145,1369883942581786071!,system_03,0.0,0.281122,0.012735,0.964389,0.001012,0.403251,0.56829,0.001808,0.106561,0.337167,0.654846,0.280449,0.033002,0.19398,0.193127,0.252845,0.160728,1.6532382667064667,1.851802796125412,-0.16733147390186787,-0.19360844790935516,0.5594610348343849,-0.6829097047448158,-0.2969457022845745,-0.25142197869718075
146,1189785220938255445!,system_03,0.0,0.044075,1.753161,0.330203,0.895735,0.029136,0.248607,0.163024,0.662098,0.141379,0.334141,7.2e-05,0.090924,0.021844,0.200312,0.93091,0.497989,-0.27853238116949797,-0.540928453207016,2.0540110170841217,1.0874657183885574,-1.3338677883148193,0.10535050090402365,0.47553548216819763,0.7944431006908417
147,62780278081247428!,system_03,0.0,0.046562,0.023518,0.493316,0.788224,0.348759,0.014607,0.030347,0.282681,0.046057,0.09065,0.362864,0.479228,0.02159,0.264426,0.12136,0.572305,1.9033035635948181,1.8859610557556152,-0.9375998228788376,-0.7176097184419632,0.40619680285453796,-0.4468923956155777,-0.801647812128067,-0.20562786236405373
148,406091425514706587!,system_03,0.0,0.094799,0.005287,0.321376,0.960089,0.993142,0.010431,0.02218,0.00689,0.956878,0.231546,0.092482,0.202305,0.13024,0.322381,0.042483,0.98825,1.3756417036056519,1.3331355154514313,-0.23165661469101906,-0.3730376325547695,0.2477676384150982,-0.6193602457642555,-0.11390579212456942,-0.18933675438165665
149,1126326455238720059!,system_03,0.0,0.311608,2.851132,0.118398,0.063506,0.240712,0.781402,0.595182,0.832565,0.592162,0.260302,0.252281,0.068492,0.045834,0.086479,0.449403,0.226772,-0.7015928886830807,-0.5842878334224224,2.902639389038086,1.736003503203392,-2.6302457749843597,0.15946410014294088,0.8867413029074669,0.9493882954120636
150,1838388374451691755!,system_04,0.0,0.436175,0.068034,0.545339,0.246928,0.811022,0.801468,0.483717,0.483869,0.13087,0.095791,1e-06,0.240088,0.565131,0.058248,0.119732,0.268904,1.7459522783756256,1.9278235733509064,-0.9608318209648132,-0.08099145442247391,0.02638368960469961,-0.3204201012849808,-1.1034641563892365,-0.4357270300388336
151,242547728031601990!,system_04,0.0,0.784449,4.845565,0.018919,0.635294,0.148967,0.000346,0.297621,0.238512,0.727484,0.086864,0.906802,0.00538,0.59382,0.494685,0.072041,0.548153,-0.22996680065989494,-0.23206397891044617,3.6269167065620422,1.9132470041513443,-3.126748025417328,-0.7463517710566521,1.4137585312128067,1.7264474481344223
152,1027386117350041786!,system_04,0.0,0.78611,0.12746,0.247328,0.309495,0.005059,0.03287,0.508708,0.016859,0.208276,0.049358,0.119302,0.036291,0.000309,0.240582,0.449468,0.612438,2.0498383939266205,1.627821296453476,-1.0051147639751434,-1.5522449314594269,0.5503392443060875,0.006716688891174272,-0.9579019695520401,-0.07562389597296715
153,1251838550338217003!,system_04,0.0,0.234375,2.258618,0.379466,0.495432,0.064689,0.001139,0.233833,0.034932,0.134042,0.073387,0.346437,0.60023,0.000106,0.284089,0.044542,0.426489,0.3554772771894932,-0.3380315788090229,2.6821539103984833,2.0596541315317154,-2.0141064524650574,-0.558070014230907,1.3796141892671585,1.0302846282720566
154,2283453980267066430!,system_04,0.0,0.000128,1.248042,0.317284,0.131805,0.093055,0.134908,0.993847,0.79562,0.015127,0.938284,1.7e-05,0.091891,0.861492,0.043976,0.03269,0.029255,-1.174628496170044,-1.161162480711937,3.1285778880119324,1.9424055516719818,-2.5765890181064606,-0.15743778832256794,0.535401651635766,0.8337722048163414
155,1761892056678402564!,system_04,0.0,0.194283,0.035134,0.187859,0.539365,0.067281,0.712957,0.521759,0.300216,0.260916,0.351401,0.323247,0.328853,0.040905,0.022581,0.636627,0.761313,1.5121236145496368,1.553436666727066,-0.09171086177229881,-0.6983089949935675,0.3908497393131256,-0.8207672834396362,-0.34223103150725365,0.33371016941964626
156,2175158154924876204!,system_04,0.0,0.894066,3.717754,0.003524,0.078945,0.816926,0.377154,0.769237,0.171803,0.155094,0.073075,0.724723,0.386161,0.008437,0.071097,0.636892,0.824026,0.24487409251742065,0.027465381659567356,3.582543134689331,1.972087800502777,-3.6879739463329315,-0.11087747476994991,2.441321760416031,1.557593047618866
157,641393264866870915!,system_04,0.0,0.610925,4.227564,0.036739,0.624654,0.169909,0.16977,0.130519,0.798936,0.797962,0.018332,0.196314,0.006015,0.366812,0.001755,0.004949,0.075537,-0.27593565359711647,-0.3260243460536003,3.453006148338318,1.6833053529262543,-2.6252174079418182,-0.4623352661728859,1.4221124202013016,1.6565921008586884
158,958421677239996960!,system_04,0.0,0.251514,0.06158,0.011816,0.177926,0.72015,0.075125,0.026609,0.06417,0.666803,0.359752,0.195035,0.518848,0.007513,0.811014,0.446568,0.076952,1.4663855731487274,1.310484617948532,0.21583225764334202,-0.1473519178107381,0.33864767104387283,-0.29389873519539833,-0.5121867284178734,-0.0705299861729145
159,1883968466150480795!,system_04,0.0,0.128359,0.218338,0.028795,0.354214,0.293675,0.008875,0.297389,0.218884,0.150956,0.215749,0.70825,0.004415,0.149066,0.570334,0.311547,0.133174,2.0463767647743225,1.5279502272605896,-1.255405992269516,-1.4725241959095001,0.7348369657993317,1.0416452437639236,-1.2705752551555634,-0.9832350462675095
160,614279500656538004!,system_04,0.0,0.169511,2.754077,0.842773,0.239999,0.343416,0.046845,0.163639,0.818742,0.701264,0.846151,0.12452,0.009594,0.461349,0.757525,0.248675,0.98978,-0.14098701998591423,-1.4074854999780655,3.4001327753067017,2.2995210886001587,-2.8247514963150024,0.08235455583781004,1.4049874246120453,2.1379875540733337
161,2049165229193963839!,system_04,0.0,0.249411,2.444886,0.713764,0.684205,0.292802,0.35419,0.572019,0.753322,0.630248,0.942987,0.023529,0.037336,0.37437,0.795116,0.012052,0.00921,-0.9399528428912163,-1.1553801372647285,3.8797457218170166,1.8995979726314545,-3.092850625514984,0.04998541809618473,0.7325719948858023,1.8131280839443207
162,289643923127045270!,system_04,0.0,0.221238,2.758109,0.462648,0.086439,0.054798,0.846773,0.842603,0.070287,0.0003,0.058207,0.412765,0.548699,0.586431,0.344875,0.923242,0.582631,0.296380203217268,-0.6164238639175892,3.8440677523612976,2.494276463985443,-3.324447751045227,-0.6110721044242382,1.3939227163791656,1.5443494766950607
163,1190945671257499967!,system_04,0.0,0.797201,0.060601,0.42215,0.009224,0.884069,0.012706,0.324621,0.267355,0.32935,0.03225,0.0,0.633876,0.47417,0.024449,0.033472,0.067568,1.4087622165679932,1.0816398710012436,-0.8246848434209824,-0.38107097148895264,0.16542457789182663,-0.01841577561572194,-0.6893128603696823,-0.2747672386467457
164,456602846667771!,system_04,0.0,0.448756,3.172644,0.314387,0.428886,0.010111,0.494481,0.308724,0.000155,0.944471,0.226516,0.065237,0.328477,0.06426,0.421146,0.527417,0.270176,0.554949264973402,-0.556469751521945,4.8471879959106445,3.2748404145240784,-4.006738156080246,-0.5631769672036171,2.3416840732097626,2.376529276371002
165,1868872672336295603!,system_04,0.0,0.364491,2.311505,0.000719,0.36581,0.085212,0.005945,0.484072,0.348101,0.00193,0.388709,0.585731,0.466948,0.021002,0.536674,0.988421,0.013782,-0.34464738331735134,-0.9184596538543701,2.6927560567855835,1.8451828062534332,-2.0608856976032257,-0.13742144219577312,0.671323873102665,1.1457296162843704
166,2215630368254594740!,system_04,0.0,0.077358,0.020491,0.954184,0.169812,0.332584,0.543367,0.844594,0.269624,0.541286,0.264625,0.087849,0.284985,0.058735,0.165209,0.096742,0.784769,1.6046590209007263,2.0238765478134155,0.33518560975790024,-0.11919547617435455,0.4834246039390564,-1.3976631462574005,-0.1052140798419714,-0.1740573812276125
167,2269814016323783148!,system_04,0.0,0.784039,0.026583,0.245587,0.213138,0.264936,0.01041,0.046436,0.097804,0.240002,0.679169,0.043487,0.156268,0.714672,0.042979,0.876017,0.625213,0.4511595815420151,0.8087008446455002,-0.12880162335932255,0.10545030422508717,-0.024445533519610763,0.30504266917705536,-0.1316270399838686,-0.03875847649760544
168,316713506799404149!,system_04,0.0,0.882482,3.779475,0.847091,0.816008,0.900476,1.9e-05,0.972856,0.473063,0.946354,0.729916,0.126659,0.086808,0.422256,0.236231,0.06468,0.84335,0.9640642702579498,-0.6712832078337669,6.114667654037476,3.88128662109375,-3.398382931947708,-1.1708601713180542,3.069034516811371,2.983592987060547
169,1892584379739368207!,system_04,0.0,0.159082,0.049479,0.761287,0.96609,0.792147,0.337547,0.241279,0.565852,0.79438,0.484454,0.167134,0.421803,0.510663,0.442876,0.913911,0.680409,0.7869492173194885,1.3607616126537323,0.18165311217308044,0.3181830123066902,0.3254656046628952,-0.9507864564657211,-0.025251911487430334,-0.07485327683389187
170,519776766104797892!,system_04,0.0,0.837375,1.72378,0.070239,0.56292,0.483206,0.014659,0.06204,0.062565,0.93514,0.813964,0.389048,0.589221,0.167024,0.406701,0.672296,0.982397,-0.5886344378814101,-1.7496466264128685,3.8173581957817078,2.348070740699768,-2.5543107092380524,-0.048999084159731865,1.5038772374391556,1.369087815284729
171,2121488170470558916!,system_04,0.0,0.000586,0.030403,0.996898,0.33029,0.003088,0.750379,0.02005,4.9e-05,0.805026,0.468186,0.6415,0.004574,0.090045,0.008681,0.689778,0.036086,1.6060392558574677,0.7180402874946594,-0.35640494525432587,-0.7950666099786758,0.1714921211823821,-0.4638223946094513,-0.7813530117273331,0.20803867373615503
172,2146479721989146588!,system_04,0.0,0.213643,0.071034,0.180307,0.275044,0.653451,0.419363,0.124589,0.105431,0.987197,0.28895,0.933188,0.971446,0.123377,0.490695,0.694496,0.464796,1.0711154788732529,1.0871145129203796,0.03441612934693694,-0.14712272211909294,0.2660825699567795,-0.6397744417190552,-0.019740515912417322,0.18409088626503944
173,1560429762247630456!,system_04,0.0,0.41332,0.067249,0.039663,0.00012,0.168291,0.199935,0.076943,0.485321,0.207099,0.013215,0.028959,0.765743,0.467359,0.013235,0.278864,0.374344,1.3775013983249664,0.6485801786184311,-0.32287245988845825,-1.4233897924423218,0.3625200353562832,0.26773156225681305,-0.8021834194660187,-0.27351853623986244
174,875412224591580565!,system_04,0.0,0.725305,2.48093,0.004007,0.511104,0.238954,0.6175,0.072031,0.13923,0.709209,0.75603,0.193881,0.076499,0.064284,0.089018,0.440797,0.007135,-0.33386087976396084,-0.7670300640165806,4.766158640384674,2.790200889110565,-4.016844630241394,-0.28017560113221407,1.8782016038894653,2.165623188018799
175,210403999932783104!,system_04,0.0,0.097772,0.004652,0.000217,0.164196,0.000397,0.194821,0.345285,0.018799,0.20054,0.625565,0.034381,0.00067,0.008495,0.040848,0.002268,0.049946,1.2183081731200218,0.771275132894516,0.16857173340395093,-0.4180287942290306,0.7108924463391304,-0.5550179556012154,-0.10015180823393166,0.4663117006421089
176,1246408246394665418!,system_04,0.0,0.468442,0.37326,0.143932,0.4432,0.490906,0.002156,0.988707,0.848249,0.259677,0.199225,0.285661,0.200078,0.061198,0.855417,0.873697,0.493494,2.5550370812416077,1.0705961883068085,0.13601963873952627,-2.8477477431297302,0.7723455876111984,1.7745031416416168,-1.29765185713768,-1.5362865924835205
177,1901373680729148715!,system_04,0.0,0.910721,4.364273,0.056038,0.648294,0.346244,0.416713,0.766523,0.007606,0.270333,0.139235,0.973692,0.225423,0.035381,0.381415,0.001328,0.837966,0.8354679942131042,-0.4508950114250183,3.903074264526367,2.8111171424388885,-2.0877392813563347,-0.43216580897569656,2.348331928253174,1.1702842265367508
178,1271949074146041210!,system_04,0.0,0.066409,0.031368,0.137864,0.174545,0.510074,0.791671,0.819462,0.611797,0.298471,0.98021,0.060794,0.735125,0.101823,0.33493,0.672904,0.330346,0.025417467579245567,-0.273208174854517,0.2231402024626732,-0.26711369678378105,0.04645794257521629,0.10519030317664146,0.14108860678970814,0.15016270987689495
179,1283080783589544613!,system_04,0.0,0.804197,2.691278,0.87552,0.239525,0.809931,0.004597,0.153075,0.918072,0.501007,0.534504,0.030515,0.059997,0.646162,0.003334,0.756255,0.018693,-0.45573246479034424,-1.0620698183774948,3.8209587931632996,1.87503382563591,-2.3008662164211273,-0.35100778099149466,1.0453817695379257,1.9493440985679626
180,1992660179897200978!,system_04,0.0,0.748918,0.073951,0.095366,0.144538,0.26347,0.356154,0.037736,0.412361,0.189454,0.054272,0.129678,0.679396,0.432595,0.032322,0.624115,0.366848,1.378866583108902,1.2050723284482956,-0.95622518658638,-0.6210035681724548,0.19940347224473953,0.0022869661333970726,-0.8026215732097626,-0.07452342193573713
181,1070238891077539852!,system_04,0.0,0.598785,3.737658,0.000841,0.995592,0.084567,0.000535,0.924739,0.015407,0.003868,0.007001,0.008317,0.155655,0.513999,0.611709,0.256227,0.070873,0.490236584097147,-0.6219476163387299,3.6995171904563904,2.2825596630573273,-3.654108226299286,-0.6140894144773483,1.8282219469547272,1.7882236689329147
182,1394863358646445386!,system_04,0.0,0.3685,3.38763,0.929873,0.033001,0.004428,0.255413,0.547689,0.679872,0.086811,0.456193,0.648145,0.032633,0.677831,0.361288,0.794172,0.299503,0.2671279199421406,-0.7071984205394983,3.490114390850067,2.0203914046287537,-2.630720853805542,-0.4340783357620239,1.577095627784729,1.793242558836937
183,1920515111506847693!,system_04,0.0,0.439655,0.089165,0.494928,0.386283,0.973749,0.786181,0.259126,0.491964,0.397847,0.057069,0.077508,0.699617,0.625392,0.227666,0.103818,0.888736,1.3133642971515656,1.0950441658496857,-0.6667909324169159,-1.0921303927898407,0.32385946810245514,0.004268263466656208,-0.6303010582923889,-0.4249480366706848
184,1245560043414890517!,system_04,0.0,0.173558,2.078193,0.392515,0.574754,0.09986,0.467368,0.741033,0.07698,0.16394,0.000745,0.360462,0.926014,0.350658,0.400266,0.961672,0.67331,0.3181321294978261,-0.9127582982182503,2.8483323454856873,1.5732097029685974,-2.8356674909591675,0.02428470551967621,1.225126788020134,0.915074959397316
185,838762498092468117!,system_04,0.0,0.520132,3.250529,0.429215,0.288572,0.217785,0.421497,0.044328,0.004159,0.004487,0.01043,0.013873,0.525939,0.473313,0.053715,0.022137,0.696211,1.0471371486783028,-0.7393472902476788,4.494164824485779,3.7199055552482605,-3.098823368549347,-0.637971892952919,2.8577474653720856,1.9459142982959747
186,1089890970003079294!,system_04,0.0,0.052173,0.052145,0.410513,0.012135,0.503387,0.671654,0.05335,0.36709,0.000136,0.694291,0.449914,0.705616,0.178818,0.202858,0.030821,0.194013,0.13810726162046194,-0.15299195796251297,-0.06395967584103346,0.10103469714522362,-0.02477703453041613,0.31334962882101536,-0.06173343804675824,0.14076858013868332
187,1770532479073781642!,system_04,0.0,0.000655,3.645396,0.23751,0.018528,0.108945,0.160272,0.572023,0.682719,0.650076,0.347144,0.904575,0.15205,0.861235,0.993439,0.003284,0.936725,-0.4672663062810898,-1.1943584233522415,2.6275865137577057,1.4349579811096191,-2.0287023782730103,-0.05003553256392479,0.3697162615135312,1.5342514663934708
188,823961612715422254!,system_04,0.0,0.006159,0.11491,0.082736,0.077368,0.044444,0.072651,0.091742,0.846022,0.12001,0.332534,0.127715,0.420106,0.260496,0.55467,0.006697,0.037387,1.8753939270973206,0.5249248519539833,-0.05302542634308338,-1.843876987695694,1.0927082896232605,1.457168534398079,-0.539914321154356,-0.9670121222734451
189,2113529643891004926!,system_04,0.0,0.002231,1.403104,0.238538,0.751209,0.517445,0.207398,0.002659,0.321978,0.582768,0.575283,0.024363,0.163446,0.098921,0.098914,0.922045,0.175442,-0.41303458623588085,-1.0733610426541418,3.704114079475403,2.6177244782447815,-1.8614493012428284,-0.5241485685110092,1.0861339271068573,1.50526063144207
190,1488986621337254322!,system_04,0.0,0.734062,2.954776,0.525212,0.476684,0.018519,0.296737,0.006536,0.01405,0.011876,0.318563,0.499402,0.243735,0.000218,0.068553,0.002826,0.838157,0.15585140883922577,0.10974228754639626,3.2316046357154846,2.254789263010025,-2.9350962340831757,-0.4655742235481739,2.0072852969169617,1.0622151717543602
191,1447071271688897708!,system_04,0.0,0.724269,0.203694,0.005549,0.130714,0.000514,0.056973,0.015138,0.360724,0.134977,0.655838,0.957341,0.101227,0.341127,0.957458,0.94992,0.201327,2.1732038259506226,0.9765045642852783,-0.8655172660946846,-1.3619495928287506,0.7859054878354073,1.0806448608636856,-1.3774143755435944,-0.8835124671459198
192,39739681823279257!,system_04,0.0,0.012025,2.356835,0.548292,0.026698,0.533827,0.96117,0.022284,0.209177,0.118871,0.181875,0.010103,0.417757,0.313151,0.005026,0.433044,0.972141,0.4241667650640011,-0.6148637272417545,4.561460435390472,2.9518604278564453,-2.7153307795524597,-1.0456475913524628,2.2715339064598083,1.9608308374881744
193,1799925449075417338!,system_04,0.0,0.212413,0.271618,0.199733,0.334408,0.005125,0.518158,0.030507,0.080069,0.10859,0.00257,0.475889,0.064727,0.34729,0.88815,0.135109,0.392194,2.297955244779587,1.5154589414596558,-0.6763727143406868,-1.931147962808609,1.000537946820259,1.0738587379455566,-1.4164214879274368,-0.9642902910709381
194,2020127750095720444!,system_04,0.0,0.031173,0.021641,0.896781,0.240259,0.904516,0.784464,0.135792,0.130419,0.875085,0.632477,0.071455,0.075815,0.528095,0.49315,0.379993,0.220778,0.8026622831821442,1.3604555875062943,-0.1935643566539511,0.6803498715162277,0.07350776344537735,0.10266140103340149,-0.38417569920420647,-0.36041418835520744
195,481023442431400492!,system_04,0.0,0.364129,2.210035,0.317902,0.005653,0.399698,0.308652,0.529112,0.647627,0.017933,0.727974,0.208996,0.160829,0.03197,0.41039,0.17325,0.032986,-0.20451495423913002,-0.9973452985286713,3.656117796897888,2.29156631231308,-2.308840572834015,-0.008730266243219376,0.5877632796764374,1.2672274857759476
196,409201437127744924!,system_04,0.0,0.269818,2.142258,0.000984,0.442822,0.92282,0.388292,0.783592,0.07778,0.733637,0.520999,0.131364,0.004601,0.070032,0.014499,0.003336,6.2e-05,-0.7637988477945328,-0.05933593958616257,3.9610920548439026,2.7652214765548706,-3.386385142803192,0.2744663208723068,1.810095265507698,2.0832821428775787
197,1775011441037328404!,system_04,0.0,0.096487,0.007066,1e-06,0.618401,0.569374,0.461299,0.460794,0.040282,0.12807,0.219047,0.086116,0.275388,0.020891,0.000893,0.105167,0.217683,1.5392946600914001,1.6034816801548004,0.10917111672461033,-0.11375824082642794,0.04941953485831618,-0.7076854854822159,-0.3460357189178467,0.2120056413114071
198,1005710302240992462!,system_04,0.0,0.060729,1.933171,0.00857,0.059408,0.051212,0.089592,0.586765,0.43471,0.144621,0.974758,0.074337,0.397168,0.230723,0.531602,0.027663,0.835593,-0.27978928945958614,-1.30507592856884,4.070169508457184,2.705902397632599,-3.3620409071445465,-0.057317076018080115,1.2736940383911133,2.181979537010193
199,2291698176186076253!,system_04,0.0,0.251904,0.077864,0.724658,0.608882,0.160957,0.055369,0.659533,0.168588,5.8e-05,0.349916,0.107661,4.1e-05,0.02063,0.476116,0.933703,0.028299,1.6513859033584595,2.1547529101371765,-0.4495164006948471,0.8169562667608261,0.4419596567749977,-0.7858896255493164,-0.3615367263555527,-0.4296910762786865
200,165955473057999190!,system_05,0.0,0.508522,0.004196,0.586104,0.621684,0.654544,0.030057,0.004423,0.350682,0.153425,0.055064,0.084366,0.379581,2.7e-05,0.002634,0.626677,0.115703,1.8653790950775146,2.069160610437393,-0.42349834833294153,-0.14654527278617024,0.13469580560922623,-0.5790602639317513,-0.40091415867209435,-0.04802389920223504
201,606777978891809326!,system_05,0.0,0.289202,0.007795,0.521712,0.803115,0.024496,7.3e-05,0.470292,0.005533,0.058888,0.140215,0.007861,0.005485,0.992727,0.709886,0.186854,0.03009,1.5716614127159119,1.9651413559913635,-0.705443874001503,-0.45173479616642,0.6549944803118706,0.04629365634173155,-0.6917009502649307,-0.6492001414299011
202,2116890348617997621!,system_05,0.0,0.188884,0.005345,0.003992,0.03862,0.126528,0.983447,0.190926,0.007056,0.833503,0.074349,0.697452,0.409593,0.206599,0.151302,0.271295,0.436377,1.9129076898097992,1.7730428874492645,-0.27752650901675224,-1.0121984779834747,0.1089828135445714,-1.0581959038972855,-0.7276519909501076,-0.03684239089488983
203,1593373433332553899!,system_05,0.0,0.987163,3.160651,0.127602,0.460849,0.570723,0.004512,0.007574,0.512331,0.863168,0.21724,0.589842,0.346061,0.627547,0.023315,0.098593,0.638997,-0.057734549045562744,-1.1561201065778732,2.5458956956863403,1.3849802017211914,-1.811038613319397,0.11075020721182227,1.1514318883419037,1.158979132771492
204,867721657145543988!,system_05,0.0,0.137522,4.428824,0.502511,0.271123,0.762699,0.076412,0.35996,0.487689,0.392106,0.114414,0.928352,0.218793,0.056186,0.72292,0.73222,0.53966,0.19026402570307255,0.08618504274636507,4.075880229473114,2.3070245385169983,-3.25965616106987,-0.8862456679344177,2.008701205253601,1.598570242524147
205,288980495454637722!,system_05,0.0,0.064487,0.003249,0.034202,0.636695,0.180122,0.464561,0.916608,0.246685,0.860026,0.113558,0.299035,0.584677,0.07844,0.717756,0.868849,0.990062,1.6530170440673828,1.6508403718471527,0.01999651361256838,-1.0676344484090805,0.4464821070432663,-0.6577564179897308,-0.662452220916748,-0.2545110806822777
206,967642600528818130!,system_05,0.0,0.979638,0.004837,0.521971,0.480253,0.459749,0.844157,0.145696,0.917748,0.393047,0.952777,0.184941,0.010663,0.614322,0.620882,0.14822,0.18904,2.189404308795929,1.7190742194652557,-0.3091139532625675,-0.39918915182352066,0.3012075163424015,0.24303246848285198,-0.7350961416959763,-0.1768547985702753
207,962283405666205211!,system_05,0.0,0.913756,3.938354,0.661914,0.278983,0.002148,0.131453,0.000239,0.341656,0.136391,0.05258,0.053234,0.342477,0.38584,0.749488,0.298772,0.014315,-0.3139172066003084,-0.6920924410223961,3.7415391206741333,1.919421672821045,-2.9516090750694275,-1.0020283088088036,1.5268189460039139,2.349879503250122
208,1779702369154553526!,system_05,0.0,0.002288,0.006381,0.967438,0.79975,0.770757,0.629729,0.00573,0.081456,0.044347,0.100701,0.016054,0.072742,0.025313,0.793928,0.082823,0.135539,2.2996926307678223,2.795499324798584,-0.22229543700814247,-0.004528481513261795,0.5355299785733223,-0.5998386144638062,-1.007554054260254,-0.29423706978559494
209,1781217105868161580!,system_05,0.0,0.001812,0.01021,0.534123,0.062684,0.638198,0.000449,0.422622,0.786352,0.15529,0.010404,0.613393,0.074807,0.061825,0.135763,0.809338,0.715411,2.8579506278038025,2.422089099884033,-1.613420531153679,-2.4125240445137024,0.6043770238757133,0.45181024074554443,-1.2208199501037598,-0.9745746701955795
210,965369670707193451!,system_05,0.0,0.00685,0.007025,0.454235,0.729724,0.009296,0.725371,0.992525,0.220781,0.18241,0.913096,0.823326,0.089758,0.412972,0.877881,0.587155,0.058782,2.078455775976181,2.1862103044986725,0.11015472386498004,0.14534844271838665,0.7329082936048508,-0.8401258438825607,-0.6465054377913475,-0.4302641861140728
211,1995416258310548179!,system_05,0.0,0.251302,0.001019,0.000678,0.00048,0.002348,0.460954,0.061094,0.405646,0.072365,0.980974,0.16513,0.285405,0.197529,2.4e-05,0.508473,0.245502,0.33260943926870823,0.10242623835802078,0.08460934087634087,0.009792402386665344,0.017933499068021774,0.36628448590636253,0.0028050405671820045,0.18242824263870716
212,1292906148223623897!,system_05,0.0,0.181793,0.004765,0.291796,0.055246,0.208725,0.017339,0.639681,0.115462,0.171477,0.274841,0.289132,0.66185,0.004988,0.784571,0.001174,0.015984,2.1159928739070892,1.919035255908966,0.10802803374826908,-1.0603933483362198,0.6600421816110611,-0.2970717139542103,-0.5402670800685883,-0.16379993967711926
213,1565987063382415342!,system_05,0.0,0.068795,0.003615,0.281604,0.169486,0.314947,0.197929,0.439225,0.356194,0.4411,0.488095,0.717984,0.992552,0.005017,0.332706,0.142595,0.039942,1.3109990954399109,0.8184702396392822,0.15559500083327293,-0.4222563672810793,0.4211690314114094,-0.6329444753937423,-0.0489127651671879,0.2763706761179492
214,1574470335724502587!,system_05,0.0,0.381876,0.027115,0.652292,0.67287,0.012692,0.289024,0.138092,0.393097,0.397795,0.418544,0.021442,0.987072,0.163677,0.275232,0.009938,0.486047,0.6643288284540176,0.9175693094730377,0.333120409399271,-0.1318396907299757,0.20490881614387035,-0.7975102961063385,0.057877558283507824,0.3497040718793869
215,829215722135346295!,system_05,0.0,0.521539,2.762372,0.194802,0.610028,0.028522,0.118621,0.948285,0.214419,0.136867,0.049627,0.326306,0.255139,0.13384,0.51836,0.005695,0.000717,-0.23898622673004866,-0.17878732457756996,1.7726394832134247,1.1400196254253387,-1.4923089444637299,0.2792612088378519,0.7606269717216492,0.6488444581627846
216,696461275166717885!,system_05,0.0,0.010214,0.005197,0.047879,0.010744,0.212356,0.397434,0.099291,0.001385,0.037876,0.210659,0.578236,0.474635,0.029667,0.284444,0.001052,0.111079,2.0589644610881805,1.894413322210312,-0.04906226089224219,-0.7599928826093674,0.36881307512521744,-0.6497719585895538,-0.9096338301897049,0.04277742188423872
217,1686785322892238555!,system_05,0.0,0.660913,0.004374,0.382606,0.06812,0.098735,0.684992,0.43646,0.610615,0.831248,0.908456,0.630763,0.053028,0.231538,0.004213,0.550213,0.088923,1.681343138217926,1.7620478570461273,-0.2520977482199669,-0.46440722048282623,0.16609987244009972,-1.1111799031496048,-0.32380541414022446,-0.4156564250588417
218,2203182636677694730!,system_05,0.0,0.049121,0.002021,0.061636,0.406485,0.052031,0.073147,0.16229,0.218418,0.001668,0.672727,0.43063,0.59415,0.398042,0.031693,0.946583,0.172057,-0.06000733305700123,-0.03985743224620819,-0.18527723103761673,0.16733235865831375,-0.04902998358011246,0.8146452158689499,-0.04211931745521724,0.4015369340777397
219,2016747226747603315!,system_05,0.0,0.313716,4.055266,0.049339,0.242582,0.060777,0.049517,0.785516,0.706043,0.035314,0.024017,0.003446,0.346017,0.54364,0.513925,0.265494,0.44155,-0.0015969108790159225,-0.858663484454155,3.486884117126465,2.414475381374359,-3.3457870483398438,-1.0172666311264038,1.4552156627178192,1.834725171327591
220,2206587163467626232!,system_05,0.0,0.33653,0.003788,0.172585,0.021424,0.483052,0.469472,0.639016,0.159778,0.537508,0.378195,0.627043,0.795062,0.072174,0.611972,0.817168,0.038901,1.847530484199524,1.8243550956249237,0.3411143273115158,0.2518566055223346,0.31409742310643196,-0.929300531744957,-0.5023529157042503,-0.10145324585027993
221,1681122488082600960!,system_05,0.0,0.0602,3.982853,0.001691,0.650638,0.008685,0.640379,0.417719,0.158733,0.843665,0.003956,0.011218,0.100261,0.037135,0.976657,0.280967,0.256568,-0.5877410173416138,0.06351131200790405,4.23943817615509,2.2725895941257477,-4.181031763553619,-0.35491455160081387,1.5662558376789093,1.9233607649803162
222,331997865670634381!,system_05,0.0,0.658727,0.006644,0.889547,0.032713,0.246166,0.724705,0.871132,0.331689,0.001775,0.39017,0.039364,0.153806,0.43174,0.01077,0.031517,0.000336,2.0635344982147217,2.27205553650856,-0.10350242350250483,-0.191262349486351,0.4033066928386688,-1.173146441578865,-0.552788071334362,-0.22075379639863968
223,619459381375618125!,system_05,0.0,0.775852,0.002719,0.026387,0.27944,0.279245,0.016432,0.045302,0.123413,0.00042,0.248717,0.032464,0.364252,0.977026,0.03216,0.722275,0.942898,0.9512201398611069,1.2294716536998749,-0.5789115652441978,-0.7095811367034912,0.2322487197816372,0.1421612985432148,-0.745843768119812,-0.10959972813725471
